input_element,input_weakness,option_1,option_2,option_3,option_4,option_5,ideal_choice
Grass,Fire,Colorless,Fire,Metal,Grass,Darkness,Fire
Grass,Fire,Metal,Fighting,Water,Fighting,Lightning,Fire
Fighting,Psychic,Fighting,Metal,Metal,Grass,Colorless,Psychic
Water,Lightning,Water,Colorless,Fire,Water,Psychic,Lightning
Grass,Fire,Grass,Fighting,Colorless,Fighting,Water,Fire
Grass,Fire,Fire,Grass,Lightning,Darkness,Fire,Fire
Colorless,Fighting,Darkness,Fire,Fighting,Fire,Lightning,Fighting
Psychic,Metal,Lightning,Fighting,Metal,Metal,Grass,Metal
Colorless,Fighting,Colorless,Colorless,Psychic,Colorless,Lightning,Fighting
Water,Lightning,Lightning,Psychic,Fire,Metal,Lightning,Lightning
Lightning,Fighting,Psychic,Metal,Water,Lightning,Grass,Fighting
Lightning,Fighting,Fire,Water,Water,Lightning,Lightning,Fighting
Metal,Fire,Grass,Grass,Metal,Lightning,Lightning,Fire
Darkness,Fighting,Grass,Psychic,Fighting,Psychic,Psychic,Fighting
Psychic,Darkness,Grass,Fighting,Metal,Metal,Fighting,Darkness
Lightning,Fighting,Metal,Fire,Metal,Grass,Metal,Fighting
Psychic,Darkness,Lightning,Darkness,Darkness,Metal,Metal,Darkness
Water,Lightning,Fire,Grass,Colorless,Darkness,Metal,Lightning
Water,Lightning,Fighting,Darkness,Lightning,Lightning,Water,Lightning
Fire,Water,Grass,Grass,Colorless,Water,Psychic,Water
Darkness,Fighting,Water,Colorless,Psychic,Lightning,Fighting,Fighting
Water,Lightning,Colorless,Colorless,Water,Psychic,Lightning,Lightning
Fire,Water,Grass,Metal,Fire,Fire,Water,Water
Grass,Fire,Metal,Fire,Water,Grass,Metal,Fire
Water,Lightning,Darkness,Metal,Grass,Water,Grass,Lightning
Colorless,Lightning,Lightning,Water,Fire,Grass,Lightning,Lightning
Fighting,Grass,Lightning,Fire,Fire,Colorless,Grass,Grass
Colorless,Fighting,Water,Fire,Darkness,Psychic,Water,Fighting
Fighting,Psychic,Colorless,Psychic,Metal,Fire,Fire,Psychic
Psychic,Darkness,Fighting,Fire,Metal,Psychic,Fighting,Darkness
Metal,Fire,Psychic,Darkness,Lightning,Fighting,Water,Fire
Fighting,Grass,Water,Darkness,Psychic,Darkness,Grass,Grass
Fire,Lightning,Fighting,Grass,Psychic,Fighting,Darkness,Lightning
Colorless,Fighting,Lightning,Psychic,Grass,Grass,Fighting,Fighting
Colorless,Lightning,Fighting,Darkness,Colorless,Metal,Lightning,Lightning
Water,Lightning,Psychic,Fire,Grass,Lightning,Darkness,Lightning
Psychic,Darkness,Fire,Psychic,Colorless,Metal,Water,Darkness
Colorless,Fighting,Fighting,Water,Colorless,Darkness,Fire,Fighting
Lightning,Fighting,Psychic,Darkness,Psychic,Fire,Grass,Fighting
Grass,Fire,Colorless,Psychic,Grass,Fire,Metal,Fire
Water,Lightning,Darkness,Grass,Darkness,Water,Fire,Lightning
Water,Lightning,Water,Water,Fighting,Colorless,Darkness,Lightning
Colorless,Fighting,Colorless,Lightning,Water,Water,Colorless,Fighting
Grass,Fire,Grass,Metal,Darkness,Lightning,Colorless,Fire
Fire,Lightning,Fire,Colorless,Colorless,Grass,Water,Lightning
Psychic,Darkness,Grass,Grass,Water,Colorless,Colorless,Darkness
Water,Lightning,Lightning,Fighting,Fire,Colorless,Metal,Lightning
Colorless,Fighting,Fighting,Fire,Colorless,Grass,Fire,Fighting
Psychic,Metal,Fighting,Psychic,Darkness,Metal,Lightning,Metal
Grass,Fire,Metal,Fighting,Fighting,Lightning,Darkness,Fire
Fire,Water,Fire,Psychic,Colorless,Grass,Metal,Water
Psychic,Darkness,Water,Psychic,Lightning,Water,Water,Darkness
Colorless,Fighting,Lightning,Darkness,Colorless,Water,Fighting,Fighting
Lightning,Fighting,Water,Colorless,Colorless,Grass,Darkness,Fighting
Psychic,Darkness,Grass,Darkness,Colorless,Darkness,Colorless,Darkness
Fighting,Grass,Fire,Metal,Lightning,Colorless,Lightning,Grass
Water,Lightning,Grass,Fire,Darkness,Grass,Grass,Lightning
Colorless,Fighting,Grass,Metal,Grass,Lightning,Darkness,Fighting
Colorless,Fighting,Lightning,Grass,Lightning,Metal,Grass,Fighting
Psychic,Darkness,Fire,Colorless,Grass,Fighting,Water,Darkness
Water,Lightning,Fighting,Darkness,Grass,Metal,Darkness,Lightning
Water,Lightning,Metal,Water,Grass,Grass,Lightning,Lightning
Grass,Fire,Psychic,Grass,Fighting,Water,Metal,Fire
Psychic,Darkness,Metal,Colorless,Grass,Fire,Water,Darkness
Lightning,Fighting,Grass,Grass,Colorless,Colorless,Psychic,Fighting
Psychic,Darkness,Fire,Water,Fighting,Fire,Water,Darkness
Water,Lightning,Psychic,Fire,Metal,Fire,Psychic,Lightning
Fighting,Grass,Colorless,Water,Fighting,Metal,Lightning,Grass
Lightning,Lightning,Grass,Fighting,Fire,Grass,Fighting,Lightning
Lightning,Lightning,Darkness,Metal,Colorless,Fire,Fighting,Lightning
Lightning,Fighting,Fighting,Darkness,Metal,Fire,Metal,Fighting
Fire,Lightning,Grass,Psychic,Fighting,Water,Water,Lightning
Fire,Lightning,Metal,Fire,Water,Darkness,Fire,Lightning
Fire,Lightning,Darkness,Grass,Lightning,Fire,Water,Lightning
Fighting,Grass,Metal,Lightning,Metal,Lightning,Psychic,Grass
Colorless,Lightning,Water,Colorless,Psychic,Fire,Psychic,Lightning
Lightning,Fighting,Colorless,Colorless,Grass,Lightning,Lightning,Fighting
Psychic,Darkness,Water,Colorless,Water,Grass,Lightning,Darkness
Fire,Water,Psychic,Colorless,Grass,Darkness,Metal,Water
Lightning,Fighting,Fighting,Colorless,Fighting,Darkness,Colorless,Fighting
Darkness,Fighting,Psychic,Colorless,Psychic,Metal,Grass,Fighting
Fire,Water,Grass,Fighting,Darkness,Lightning,Fire,Water
Psychic,Darkness,Water,Fighting,Metal,Grass,Fighting,Darkness
Metal,Fire,Fighting,Colorless,Water,Lightning,Metal,Fire
Fighting,Psychic,Grass,Psychic,Grass,Fire,Water,Psychic
Grass,Fire,Darkness,Colorless,Grass,Fighting,Grass,Fire
Psychic,Darkness,Fighting,Darkness,Psychic,Metal,Water,Darkness
Lightning,Fighting,Colorless,Lightning,Water,Water,Water,Fighting
Lightning,Lightning,Fire,Fire,Fighting,Water,Metal,Lightning
Psychic,Darkness,Darkness,Water,Lightning,Fire,Lightning,Darkness
Colorless,Fighting,Fighting,Grass,Grass,Colorless,Psychic,Fighting
Lightning,Fighting,Lightning,Grass,Colorless,Darkness,Fighting,Fighting
Fighting,Psychic,Grass,Metal,Colorless,Grass,Grass,Psychic
Lightning,Fighting,Water,Colorless,Water,Metal,Fighting,Fighting
Lightning,Fighting,Grass,Darkness,Grass,Fire,Lightning,Fighting
Psychic,Darkness,Water,Grass,Fighting,Darkness,Fighting,Darkness
Fire,Lightning,Fire,Lightning,Water,Colorless,Darkness,Lightning
Colorless,Fighting,Fire,Fighting,Darkness,Darkness,Metal,Fighting
Grass,Fire,Darkness,Fighting,Grass,Fighting,Fire,Fire
Psychic,Darkness,Fighting,Fire,Darkness,Lightning,Fire,Darkness
Water,Metal,Fire,Metal,Fighting,Fire,Fighting,Metal
Metal,Fire,Lightning,Water,Darkness,Fighting,Colorless,Fire
Water,Lightning,Metal,Lightning,Fighting,Psychic,Fighting,Lightning
Water,Lightning,Psychic,Metal,Grass,Metal,Metal,Lightning
Fighting,Psychic,Lightning,Water,Fire,Fighting,Fighting,Psychic
Colorless,Fighting,Grass,Darkness,Colorless,Fighting,Fighting,Fighting
Fire,Water,Colorless,Fighting,Fire,Darkness,Fire,Water
Psychic,Darkness,Grass,Colorless,Metal,Darkness,Darkness,Darkness
Colorless,Fighting,Lightning,Darkness,Fire,Psychic,Darkness,Fighting
Fire,Water,Fire,Colorless,Metal,Fighting,Fighting,Water
Fire,Water,Water,Psychic,Grass,Colorless,Metal,Water
Psychic,Darkness,Psychic,Psychic,Darkness,Darkness,Grass,Darkness
Fighting,Psychic,Darkness,Metal,Metal,Fighting,Water,Psychic
Colorless,Fighting,Fire,Water,Darkness,Fighting,Fighting,Fighting
Psychic,Darkness,Psychic,Psychic,Darkness,Lightning,Fire,Darkness
Fighting,Grass,Psychic,Fighting,Psychic,Grass,Water,Grass
Water,Lightning,Metal,Colorless,Fire,Lightning,Grass,Lightning
Grass,Fire,Lightning,Colorless,Fighting,Psychic,Fighting,Fire
Colorless,Fighting,Lightning,Grass,Fighting,Metal,Psychic,Fighting
Psychic,Darkness,Water,Lightning,Grass,Grass,Fire,Darkness
Metal,Fire,Water,Colorless,Psychic,Fire,Grass,Fire
Fire,Lightning,Lightning,Fighting,Lightning,Colorless,Colorless,Lightning
Fighting,Grass,Fighting,Water,Water,Darkness,Fire,Grass
Grass,Fire,Fire,Colorless,Water,Psychic,Grass,Fire
Colorless,Lightning,Fighting,Water,Psychic,Lightning,Colorless,Lightning
Water,Lightning,Colorless,Psychic,Water,Metal,Colorless,Lightning
Lightning,Fighting,Colorless,Psychic,Fire,Water,Fighting,Fighting
Water,Lightning,Water,Metal,Water,Darkness,Darkness,Lightning
Psychic,Metal,Grass,Fire,Fighting,Darkness,Darkness,Metal
Grass,Fire,Colorless,Fighting,Fire,Colorless,Grass,Fire
Lightning,Lightning,Water,Fire,Darkness,Psychic,Fighting,Lightning
Fighting,Psychic,Metal,Psychic,Grass,Grass,Fire,Psychic
Psychic,Darkness,Lightning,Colorless,Lightning,Grass,Lightning,Darkness
Colorless,Fighting,Psychic,Fire,Fighting,Fighting,Fire,Fighting
Fighting,Psychic,Fighting,Grass,Lightning,Colorless,Fire,Psychic
Water,Lightning,Lightning,Fire,Fighting,Colorless,Metal,Lightning
Colorless,Fighting,Lightning,Psychic,Darkness,Colorless,Grass,Fighting
Lightning,Fighting,Fire,Psychic,Colorless,Colorless,Lightning,Fighting
Water,Metal,Grass,Water,Grass,Fire,Lightning,Metal
Water,Lightning,Fire,Fire,Colorless,Grass,Metal,Lightning
Fire,Water,Metal,Darkness,Darkness,Grass,Fire,Water
Lightning,Fighting,Lightning,Grass,Metal,Psychic,Colorless,Fighting
Lightning,Fighting,Colorless,Fire,Metal,Fighting,Fighting,Fighting
Metal,Fire,Water,Metal,Darkness,Lightning,Colorless,Fire
Lightning,Fighting,Grass,Darkness,Metal,Darkness,Lightning,Fighting
Fire,Water,Fighting,Darkness,Grass,Psychic,Metal,Water
Darkness,Fighting,Darkness,Metal,Metal,Colorless,Colorless,Fighting
Lightning,Fighting,Grass,Colorless,Fighting,Darkness,Lightning,Fighting
Psychic,Darkness,Lightning,Grass,Colorless,Grass,Psychic,Darkness
Colorless,Lightning,Psychic,Grass,Water,Fighting,Colorless,Lightning
Lightning,Fighting,Darkness,Darkness,Metal,Fire,Grass,Fighting
Fighting,Psychic,Colorless,Metal,Fighting,Psychic,Grass,Psychic
Water,Lightning,Lightning,Metal,Colorless,Grass,Colorless,Lightning
Grass,Fire,Grass,Psychic,Psychic,Lightning,Fire,Fire
Water,Lightning,Colorless,Metal,Fire,Fighting,Metal,Lightning
Grass,Fire,Psychic,Colorless,Grass,Fire,Water,Fire
Grass,Fire,Grass,Darkness,Colorless,Fighting,Fire,Fire
Psychic,Darkness,Lightning,Fighting,Metal,Grass,Psychic,Darkness
Colorless,Lightning,Metal,Darkness,Lightning,Psychic,Colorless,Lightning
Colorless,Fighting,Grass,Grass,Colorless,Fighting,Fighting,Fighting
Water,Lightning,Darkness,Fighting,Colorless,Lightning,Fighting,Lightning
Grass,Fire,Psychic,Lightning,Water,Colorless,Grass,Fire
Colorless,Fighting,Grass,Colorless,Lightning,Colorless,Grass,Fighting
Psychic,Darkness,Grass,Darkness,Psychic,Metal,Grass,Darkness
Colorless,Fighting,Fighting,Darkness,Grass,Grass,Fire,Fighting
Water,Lightning,Psychic,Grass,Fire,Metal,Lightning,Lightning
Lightning,Fighting,Fire,Fire,Psychic,Fighting,Grass,Fighting
Grass,Fire,Fighting,Fighting,Water,Colorless,Darkness,Fire
Fire,Water,Grass,Darkness,Lightning,Lightning,Grass,Water
Water,Lightning,Grass,Metal,Water,Colorless,Grass,Lightning
Fire,Water,Psychic,Psychic,Water,Colorless,Water,Water
Water,Lightning,Fighting,Lightning,Metal,Water,Metal,Lightning
Water,Lightning,Darkness,Psychic,Colorless,Water,Fighting,Lightning
Psychic,Darkness,Fighting,Metal,Lightning,Fire,Fire,Darkness
Colorless,Fighting,Darkness,Fire,Lightning,Water,Darkness,Fighting
Colorless,Fighting,Colorless,Lightning,Fire,Colorless,Psychic,Fighting
Psychic,Darkness,Psychic,Darkness,Fire,Darkness,Colorless,Darkness
Darkness,Fighting,Water,Lightning,Metal,Metal,Metal,Fighting
Psychic,Darkness,Psychic,Fire,Darkness,Metal,Lightning,Darkness
Lightning,Fighting,Fighting,Darkness,Psychic,Colorless,Darkness,Fighting
Lightning,Fighting,Darkness,Fire,Fire,Darkness,Darkness,Fighting
Lightning,Fighting,Lightning,Lightning,Fire,Colorless,Metal,Fighting
Grass,Fire,Lightning,Water,Fighting,Psychic,Psychic,Fire
Fire,Water,Fire,Fighting,Fighting,Fire,Colorless,Water
Water,Metal,Water,Lightning,Metal,Water,Psychic,Metal
Colorless,Fighting,Grass,Metal,Grass,Darkness,Psychic,Fighting
Fighting,Psychic,Metal,Water,Psychic,Colorless,Grass,Psychic
Psychic,Darkness,Psychic,Colorless,Fire,Grass,Lightning,Darkness
Water,Lightning,Water,Metal,Fighting,Fire,Grass,Lightning
Fire,Water,Psychic,Colorless,Lightning,Fire,Water,Water
Fire,Lightning,Metal,Grass,Water,Metal,Water,Lightning
Metal,Fire,Darkness,Fighting,Psychic,Fire,Psychic,Fire
Grass,Fire,Fighting,Fire,Psychic,Water,Darkness,Fire
Fire,Water,Colorless,Psychic,Darkness,Water,Metal,Water
Fire,Water,Colorless,Grass,Grass,Fighting,Fighting,Water
Grass,Fire,Psychic,Fighting,Darkness,Grass,Metal,Fire
Colorless,Fighting,Grass,Grass,Grass,Water,Metal,Fighting
Lightning,Lightning,Psychic,Darkness,Grass,Fighting,Fighting,Lightning
Colorless,Fighting,Fighting,Grass,Darkness,Colorless,Water,Fighting
Water,Lightning,Lightning,Colorless,Psychic,Darkness,Grass,Lightning
Fire,Water,Fighting,Psychic,Metal,Fire,Water,Water
Fighting,Psychic,Darkness,Fire,Metal,Grass,Psychic,Psychic
Psychic,Darkness,Grass,Psychic,Lightning,Fighting,Colorless,Darkness
Colorless,Fighting,Fire,Metal,Water,Psychic,Colorless,Fighting
Grass,Fire,Colorless,Metal,Fighting,Colorless,Fighting,Fire
Water,Lightning,Fighting,Darkness,Fighting,Fire,Grass,Lightning
Darkness,Fighting,Metal,Grass,Psychic,Psychic,Fire,Fighting
Psychic,Metal,Metal,Colorless,Fire,Metal,Darkness,Metal
Lightning,Fighting,Lightning,Colorless,Fighting,Metal,Fire,Fighting
Colorless,Fighting,Darkness,Water,Lightning,Lightning,Darkness,Fighting
Water,Lightning,Psychic,Metal,Fire,Darkness,Lightning,Lightning
Fighting,Grass,Lightning,Fighting,Metal,Grass,Lightning,Grass
Grass,Fire,Metal,Grass,Colorless,Fighting,Psychic,Fire
Colorless,Fighting,Grass,Water,Fire,Fire,Metal,Fighting
Water,Metal,Fire,Metal,Darkness,Fire,Darkness,Metal
Grass,Fire,Colorless,Metal,Metal,Psychic,Psychic,Fire
Water,Lightning,Psychic,Lightning,Fighting,Fire,Lightning,Lightning
Lightning,Fighting,Water,Metal,Colorless,Lightning,Grass,Fighting
Water,Lightning,Water,Water,Fire,Lightning,Metal,Lightning
Psychic,Darkness,Fire,Grass,Fighting,Colorless,Water,Darkness
Grass,Fire,Metal,Psychic,Water,Fire,Lightning,Fire
Grass,Fire,Water,Metal,Metal,Grass,Grass,Fire
Colorless,Fighting,Metal,Grass,Water,Darkness,Fighting,Fighting
Psychic,Darkness,Water,Metal,Fire,Water,Fighting,Darkness
Darkness,Fighting,Fire,Psychic,Metal,Colorless,Fighting,Fighting
Water,Lightning,Lightning,Darkness,Psychic,Water,Water,Lightning
Lightning,Lightning,Colorless,Colorless,Grass,Grass,Colorless,Lightning
Fire,Water,Metal,Colorless,Grass,Psychic,Darkness,Water
Grass,Fire,Grass,Fire,Water,Metal,Psychic,Fire
Lightning,Fighting,Psychic,Metal,Lightning,Metal,Water,Fighting
Water,Lightning,Fire,Lightning,Grass,Fighting,Water,Lightning
Psychic,Darkness,Psychic,Darkness,Colorless,Water,Darkness,Darkness
Colorless,Fighting,Fighting,Lightning,Water,Grass,Fighting,Fighting
Grass,Fire,Darkness,Grass,Water,Fighting,Psychic,Fire
Metal,Fire,Psychic,Fighting,Metal,Grass,Water,Fire
Grass,Fire,Lightning,Metal,Colorless,Psychic,Fighting,Fire
Colorless,Lightning,Water,Fire,Fighting,Darkness,Colorless,Lightning
Fighting,Grass,Water,Psychic,Metal,Water,Fighting,Grass
Water,Lightning,Psychic,Psychic,Water,Fighting,Fire,Lightning
Water,Lightning,Metal,Fire,Grass,Fire,Fire,Lightning
Psychic,Darkness,Lightning,Colorless,Psychic,Lightning,Fire,Darkness
Fighting,Psychic,Fire,Metal,Lightning,Water,Colorless,Psychic
Darkness,Fighting,Metal,Fire,Grass,Psychic,Fire,Fighting
Psychic,Darkness,Psychic,Metal,Metal,Psychic,Water,Darkness
Lightning,Lightning,Colorless,Lightning,Grass,Fighting,Grass,Lightning
Lightning,Lightning,Psychic,Fighting,Fire,Fire,Grass,Lightning
Fire,Water,Water,Metal,Metal,Water,Lightning,Water
Psychic,Darkness,Grass,Metal,Psychic,Lightning,Fighting,Darkness
Fire,Lightning,Darkness,Lightning,Water,Fighting,Darkness,Lightning
Water,Lightning,Metal,Lightning,Lightning,Water,Psychic,Lightning
Psychic,Darkness,Metal,Fire,Grass,Metal,Fire,Darkness
Grass,Fire,Colorless,Psychic,Lightning,Lightning,Metal,Fire
Fire,Water,Darkness,Water,Fire,Metal,Lightning,Water
Fighting,Grass,Water,Water,Grass,Colorless,Fire,Grass
Fighting,Grass,Water,Grass,Lightning,Grass,Psychic,Grass
Grass,Fire,Metal,Water,Darkness,Metal,Grass,Fire
Water,Lightning,Psychic,Lightning,Fire,Grass,Fighting,Lightning
Water,Lightning,Darkness,Lightning,Lightning,Fighting,Lightning,Lightning
Water,Lightning,Lightning,Grass,Water,Colorless,Colorless,Lightning
Water,Lightning,Metal,Lightning,Fighting,Lightning,Fire,Lightning
Psychic,Darkness,Fire,Water,Fire,Metal,Grass,Darkness
Psychic,Darkness,Lightning,Colorless,Metal,Fighting,Lightning,Darkness
Colorless,Lightning,Water,Fire,Colorless,Water,Fighting,Lightning
Colorless,Lightning,Fighting,Colorless,Fighting,Fighting,Metal,Lightning
Darkness,Fighting,Darkness,Colorless,Colorless,Grass,Metal,Fighting
Colorless,Fighting,Psychic,Darkness,Fire,Colorless,Grass,Fighting
Colorless,Fighting,Water,Water,Fighting,Psychic,Lightning,Fighting
Psychic,Darkness,Psychic,Psychic,Darkness,Water,Fighting,Darkness
Colorless,Lightning,Water,Fire,Fire,Fire,Psychic,Lightning
Lightning,Fighting,Fire,Lightning,Fire,Colorless,Grass,Fighting
Grass,Fire,Metal,Colorless,Grass,Lightning,Fighting,Fire
Water,Lightning,Fighting,Fire,Fighting,Fighting,Colorless,Lightning
Psychic,Darkness,Psychic,Psychic,Metal,Psychic,Water,Darkness
Fire,Water,Psychic,Fighting,Fighting,Grass,Darkness,Water
Colorless,Fighting,Fighting,Fire,Psychic,Water,Darkness,Fighting
Grass,Fire,Grass,Psychic,Lightning,Water,Water,Fire
Colorless,Fighting,Darkness,Grass,Metal,Darkness,Colorless,Fighting
Grass,Fire,Fire,Psychic,Fighting,Fighting,Fire,Fire
Water,Lightning,Colorless,Lightning,Darkness,Metal,Psychic,Lightning
Colorless,Lightning,Grass,Psychic,Fighting,Metal,Grass,Lightning
Water,Lightning,Metal,Psychic,Metal,Darkness,Colorless,Lightning
Lightning,Lightning,Fire,Grass,Fire,Lightning,Colorless,Lightning
Fighting,Psychic,Grass,Metal,Lightning,Psychic,Fire,Psychic
Water,Lightning,Fighting,Metal,Psychic,Colorless,Lightning,Lightning
Psychic,Darkness,Metal,Colorless,Lightning,Psychic,Lightning,Darkness
Water,Lightning,Lightning,Colorless,Psychic,Psychic,Fire,Lightning
Water,Lightning,Colorless,Darkness,Water,Psychic,Psychic,Lightning
Grass,Fire,Fire,Colorless,Colorless,Fire,Lightning,Fire
Fighting,Psychic,Lightning,Grass,Psychic,Water,Water,Psychic
Fighting,Psychic,Colorless,Psychic,Water,Darkness,Grass,Psychic
Fire,Lightning,Fire,Colorless,Darkness,Fire,Fighting,Lightning
Fighting,Psychic,Metal,Darkness,Fire,Water,Water,Psychic
Lightning,Fighting,Fighting,Colorless,Water,Colorless,Grass,Fighting
Lightning,Fighting,Fire,Psychic,Fire,Colorless,Fighting,Fighting
Fighting,Grass,Psychic,Fighting,Grass,Psychic,Fighting,Grass
Fire,Water,Grass,Metal,Metal,Water,Water,Water
Water,Lightning,Water,Lightning,Grass,Water,Darkness,Lightning
Colorless,Fighting,Metal,Fighting,Grass,Grass,Darkness,Fighting
Colorless,Fighting,Water,Water,Lightning,Water,Darkness,Fighting
Psychic,Darkness,Water,Fire,Psychic,Fighting,Fighting,Darkness
Water,Lightning,Water,Darkness,Fire,Water,Darkness,Lightning
Fire,Water,Fighting,Colorless,Psychic,Fighting,Fire,Water
Lightning,Fighting,Water,Grass,Fighting,Psychic,Metal,Fighting
Lightning,Fighting,Fire,Water,Grass,Water,Lightning,Fighting
Water,Lightning,Fighting,Fighting,Grass,Metal,Metal,Lightning
Grass,Fire,Psychic,Psychic,Lightning,Darkness,Water,Fire
Colorless,Fighting,Darkness,Fire,Lightning,Darkness,Fighting,Fighting
Water,Lightning,Grass,Metal,Lightning,Grass,Fire,Lightning
Water,Lightning,Fire,Fighting,Metal,Fire,Water,Lightning
Fighting,Psychic,Lightning,Metal,Colorless,Fire,Fighting,Psychic
Fighting,Grass,Colorless,Psychic,Lightning,Metal,Grass,Grass
Grass,Fire,Fighting,Grass,Colorless,Grass,Fire,Fire
Colorless,Fighting,Metal,Water,Psychic,Colorless,Colorless,Fighting
Lightning,Fighting,Darkness,Psychic,Metal,Fighting,Water,Fighting
Colorless,Fighting,Metal,Fighting,Lightning,Water,Colorless,Fighting
Colorless,Fighting,Colorless,Lightning,Fire,Fire,Grass,Fighting
Fighting,Grass,Metal,Grass,Metal,Fire,Water,Grass
Lightning,Fighting,Colorless,Grass,Fighting,Metal,Fighting,Fighting
Metal,Fire,Water,Metal,Metal,Metal,Metal,Fire
Psychic,Darkness,Colorless,Water,Fire,Water,Colorless,Darkness
Water,Metal,Metal,Grass,Darkness,Colorless,Metal,Metal
Darkness,Fighting,Lightning,Metal,Lightning,Lightning,Water,Fighting
Colorless,Fighting,Darkness,Psychic,Water,Fire,Metal,Fighting
Water,Lightning,Colorless,Darkness,Water,Colorless,Psychic,Lightning
Water,Lightning,Metal,Water,Metal,Metal,Darkness,Lightning
Grass,Fire,Fighting,Water,Colorless,Colorless,Metal,Fire
Darkness,Fighting,Grass,Fighting,Metal,Water,Fire,Fighting
Darkness,Fighting,Psychic,Darkness,Lightning,Fighting,Colorless,Fighting
Grass,Fire,Water,Fighting,Water,Colorless,Lightning,Fire
Fire,Lightning,Lightning,Colorless,Fire,Colorless,Psychic,Lightning
Grass,Fire,Grass,Lightning,Lightning,Colorless,Water,Fire
Water,Lightning,Grass,Psychic,Psychic,Colorless,Colorless,Lightning
Lightning,Fighting,Psychic,Fire,Colorless,Psychic,Darkness,Fighting
Lightning,Fighting,Fighting,Colorless,Fighting,Psychic,Darkness,Fighting
Psychic,Metal,Metal,Psychic,Metal,Grass,Lightning,Metal
Darkness,Fighting,Metal,Colorless,Colorless,Grass,Grass,Fighting
Colorless,Fighting,Fighting,Lightning,Metal,Fire,Water,Fighting
Water,Lightning,Psychic,Colorless,Fighting,Colorless,Darkness,Lightning
Darkness,Fighting,Colorless,Psychic,Fighting,Fighting,Metal,Fighting
Fire,Lightning,Metal,Fire,Darkness,Darkness,Metal,Lightning
Fighting,Psychic,Lightning,Fire,Lightning,Darkness,Fighting,Psychic
Fire,Water,Colorless,Fighting,Psychic,Colorless,Metal,Water
Water,Lightning,Fire,Grass,Colorless,Lightning,Psychic,Lightning
Water,Lightning,Colorless,Fire,Grass,Water,Fire,Lightning
Fighting,Grass,Metal,Darkness,Grass,Water,Psychic,Grass
Psychic,Metal,Water,Water,Grass,Fighting,Fighting,Metal
Grass,Fire,Fighting,Metal,Fighting,Colorless,Grass,Fire
Fighting,Grass,Water,Lightning,Fire,Darkness,Grass,Grass
Fire,Water,Water,Psychic,Water,Lightning,Psychic,Water
Water,Lightning,Metal,Lightning,Water,Lightning,Fire,Lightning
Water,Lightning,Lightning,Grass,Fighting,Fighting,Grass,Lightning
Darkness,Fighting,Water,Metal,Fire,Metal,Lightning,Fighting
Psychic,Darkness,Lightning,Lightning,Water,Colorless,Metal,Darkness
Psychic,Darkness,Fighting,Lightning,Grass,Fighting,Colorless,Darkness
Fighting,Psychic,Grass,Fire,Grass,Fighting,Lightning,Psychic
Darkness,Fighting,Water,Grass,Psychic,Water,Lightning,Fighting
Psychic,Darkness,Fire,Water,Lightning,Fire,Darkness,Darkness
Grass,Fire,Metal,Fire,Fighting,Darkness,Darkness,Fire
Colorless,Fighting,Fire,Colorless,Metal,Psychic,Colorless,Fighting
Water,Lightning,Fire,Water,Colorless,Fire,Water,Lightning
Fire,Water,Psychic,Water,Darkness,Psychic,Grass,Water
Fire,Lightning,Darkness,Fire,Fire,Colorless,Fire,Lightning
Grass,Fire,Metal,Water,Water,Psychic,Grass,Fire
Fire,Water,Fighting,Fire,Metal,Lightning,Colorless,Water
Fighting,Grass,Darkness,Water,Fire,Colorless,Lightning,Grass
Colorless,Fighting,Lightning,Darkness,Fighting,Fire,Fighting,Fighting
Fighting,Psychic,Lightning,Fighting,Psychic,Lightning,Metal,Psychic
Fighting,Grass,Metal,Metal,Darkness,Colorless,Grass,Grass
Lightning,Fighting,Lightning,Metal,Fire,Colorless,Colorless,Fighting
Psychic,Darkness,Grass,Darkness,Metal,Darkness,Psychic,Darkness
Metal,Fire,Colorless,Darkness,Darkness,Psychic,Grass,Fire
Fighting,Grass,Lightning,Fire,Colorless,Metal,Fire,Grass
Lightning,Fighting,Metal,Fighting,Fighting,Colorless,Fighting,Fighting
Fire,Water,Psychic,Lightning,Fighting,Darkness,Metal,Water
Grass,Fire,Lightning,Darkness,Psychic,Lightning,Darkness,Fire
Psychic,Darkness,Fighting,Water,Lightning,Colorless,Grass,Darkness
Fire,Water,Darkness,Metal,Fighting,Grass,Fire,Water
Psychic,Darkness,Grass,Metal,Colorless,Darkness,Fire,Darkness
Grass,Fire,Darkness,Psychic,Fire,Darkness,Grass,Fire
Fighting,Grass,Metal,Grass,Colorless,Darkness,Water,Grass
Fire,Water,Colorless,Water,Fighting,Colorless,Psychic,Water
Water,Lightning,Colorless,Fire,Fighting,Metal,Fighting,Lightning
Colorless,Fighting,Metal,Water,Psychic,Metal,Darkness,Fighting
Psychic,Darkness,Lightning,Grass,Water,Colorless,Psychic,Darkness
Water,Lightning,Colorless,Colorless,Metal,Metal,Lightning,Lightning
Water,Lightning,Fighting,Psychic,Water,Metal,Fighting,Lightning
Grass,Fire,Fighting,Grass,Water,Water,Lightning,Fire
Lightning,Lightning,Darkness,Fire,Metal,Metal,Psychic,Lightning
Fire,Lightning,Darkness,Darkness,Lightning,Darkness,Fire,Lightning
Water,Lightning,Grass,Fighting,Water,Fighting,Fire,Lightning
